"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom","slugTeam","urlPlayerHeadshot"
2006,57,2,27,"Loukas Mavrokefalidis","P.A.O.K. B.C.","Other Team/Club",200804,1610612750,"Minnesota Timberwolves",0,"PRO","Greece","MIN","RESOURCE/default_player.png"
2006,58,2,28,"JR Pinnock","George Washington","College/University",200805,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","RESOURCE/default_player.png"
2006,59,2,29,"Damir Markota","KK Cibona","Other Team/Club",200806,1610612759,"San Antonio Spurs",1,"PRO","Croatia","SAS","RESOURCE/default_player.png"
2006,60,2,30,"Will Blalock","Iowa State","College/University",200807,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2005,1,1,1,"Andrew Bogut","Utah","College/University",101106,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101106.png"
2005,2,1,2,"Marvin Williams","North Carolina","College/University",101107,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101107.png"
2005,3,1,3,"Deron Williams","Illinois","College/University",101114,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101114.png"
2005,4,1,4,"Chris Paul","Wake Forest","College/University",101108,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png"
2005,5,1,5,"Raymond Felton","North Carolina","College/University",101109,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101109.png"
2005,6,1,6,"Martell Webster","Seattle Preparatory School","High School",101110,1610612757,"Portland Trail Blazers",1,"HS",NA,"POR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101110.png"
2005,7,1,7,"Charlie Villanueva","Connecticut","College/University",101111,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101111.png"
2005,8,1,8,"Channing Frye","Arizona","College/University",101112,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101112.png"
2005,9,1,9,"Ike Diogu","Arizona State","College/University",101113,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","RESOURCE/default_player.png"
2005,10,1,10,"Andrew Bynum","Saint Joseph","High School",101115,1610612747,"Los Angeles Lakers",1,"HS",NA,"LAL","RESOURCE/default_player.png"
2005,11,1,11,"Fran Vazquez","Baloncesto Malaga","Other Team/Club",101116,1610612753,"Orlando Magic",0,"PRO","Spain","ORL","RESOURCE/default_player.png"
2005,12,1,12,"Yaroslav Korolev","PBC CSKA Moscow","Other Team/Club",101117,1610612746,"Los Angeles Clippers",1,"PRO","Russia","LAC","RESOURCE/default_player.png"
2005,13,1,13,"Sean May","North Carolina","College/University",101118,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","RESOURCE/default_player.png"
2005,14,1,14,"Rashad McCants","North Carolina","College/University",101119,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","RESOURCE/default_player.png"
2005,15,1,15,"Antoine Wright","Texas A&M","College/University",101120,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","RESOURCE/default_player.png"
2005,16,1,16,"Joey Graham","Oklahoma State","College/University",101121,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","RESOURCE/default_player.png"
2005,17,1,17,"Danny Granger","New Mexico","College/University",101122,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101122.png"
2005,18,1,18,"Gerald Green","Gulf Shores Academy","High School",101123,1610612738,"Boston Celtics",1,"HS",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101123.png"
2005,19,1,19,"Hakim Warrick","Syracuse","College/University",101124,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2005,20,1,20,"Julius Hodge","North Carolina State","College/University",101125,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","RESOURCE/default_player.png"
2005,21,1,21,"Nate Robinson","Washington","College/University",101126,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","RESOURCE/default_player.png"
2005,22,1,22,"Jarrett Jack","Georgia Tech","College/University",101127,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101127.png"
2005,23,1,23,"Francisco Garcia","Louisville","College/University",101128,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","RESOURCE/default_player.png"
2005,24,1,24,"Luther Head","Illinois","College/University",101129,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101129.png"
2005,25,1,25,"Johan Petro","Elan Bearnais Pau-Orthez","Other Team/Club",101130,1610612760,"Oklahoma City Thunder",1,"PRO","France","OKC","RESOURCE/default_player.png"
2005,26,1,26,"Jason Maxiell","Cincinnati","College/University",101131,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2005,27,1,27,"Linas Kleiza","Missouri","College/University",101132,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","RESOURCE/default_player.png"
2005,28,1,28,"Ian Mahinmi","STB Le Havre","Other Team/Club",101133,1610612759,"San Antonio Spurs",1,"PRO","France","SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101133.png"
2005,29,1,29,"Wayne Simien","Kansas","College/University",101134,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
2005,30,1,30,"David Lee","Florida","College/University",101135,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101135.png"
2005,31,2,1,"Salim Stoudamire","Arizona","College/University",101136,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","RESOURCE/default_player.png"
2005,32,2,2,"Daniel Ewing","Duke","College/University",101137,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","RESOURCE/default_player.png"
2005,33,2,3,"Brandon Bass","Louisiana State","College/University",101138,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101138.png"
2005,34,2,4,"CJ Miles","Skyline","High School",101139,1610612762,"Utah Jazz",1,"HS",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101139.png"
2005,35,2,5,"Ricky Sanchez","IMG Academy","High School",101140,1610612757,"Portland Trail Blazers",0,"HS",NA,"POR","RESOURCE/default_player.png"
2005,36,2,6,"Ersan Ilyasova","Ulkerspor","Other Team/Club",101141,1610612749,"Milwaukee Bucks",1,"PRO","Turkey","MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101141.png"
2005,37,2,7,"Ronny Turiaf","Gonzaga","College/University",101142,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2005,38,2,8,"Travis Diener","Marquette","College/University",101143,1610612753,"Orlando Magic",1,"COL",NA,"ORL","RESOURCE/default_player.png"
2005,39,2,9,"Von Wafer","Florida State","College/University",101144,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2005,40,2,10,"Monta Ellis","Lanier","High School",101145,1610612744,"Golden State Warriors",1,"HS",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101145.png"
2005,41,2,11,"Roko Ukic","KK Split","Other Team/Club",101146,1610612761,"Toronto Raptors",1,"PRO","Croatia","TOR","RESOURCE/default_player.png"
2005,42,2,12,"Chris Taft","Pittsburgh","College/University",101147,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","RESOURCE/default_player.png"
2005,43,2,13,"Mile Ilic","KK FMP","Other Team/Club",101148,1610612751,"Brooklyn Nets",1,"PRO","Serbia","BKN","RESOURCE/default_player.png"
2005,44,2,14,"Martynas Andriuskevicius","BC Zalgiris","Other Team/Club",101149,1610612753,"Orlando Magic",1,"PRO","Lithuania","ORL","RESOURCE/default_player.png"
2005,45,2,15,"Lou Williams","South Gwinnett","High School",101150,1610612755,"Philadelphia 76ers",1,"HS",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png"
2005,46,2,16,"Erazem Lorbek","Fortitudo Pallacanestro Bologna","Other Team/Club",101151,1610612754,"Indiana Pacers",1,"PRO","Italy","IND","RESOURCE/default_player.png"
2005,47,2,17,"Bracey Wright","Indiana","College/University",101152,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","RESOURCE/default_player.png"
2005,48,2,18,"Mickael Gelabale","Real Madrid Baloncesto","Other Team/Club",101153,1610612760,"Oklahoma City Thunder",1,"PRO","Spain","OKC","RESOURCE/default_player.png"
2005,49,2,19,"Andray Blatche","South Kent School","High School",101154,1610612764,"Washington Wizards",1,"HS",NA,"WAS","RESOURCE/default_player.png"
2005,50,2,20,"Ryan Gomes","Providence","College/University",101155,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2005,51,2,21,"Robert Whaley","Walsh","College/University",101156,1610612762,"Utah Jazz",1,"COL",NA,"UTA","RESOURCE/default_player.png"
2005,52,2,22,"Axel Hervelle","Real Madrid Baloncesto","Other Team/Club",101157,1610612743,"Denver Nuggets",0,"PRO","Spain","DEN","RESOURCE/default_player.png"
2005,53,2,23,"Orien Greene","Louisiana-Lafayette","College/University",101158,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2005,54,2,24,"Dijon Thompson","California-Los Angeles","College/University",101159,1610612752,"New York Knicks",1,"COL",NA,"NYK","RESOURCE/default_player.png"
2005,55,2,25,"Lawrence Roberts","Mississippi","College/University",101160,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2005,56,2,26,"Amir Johnson","Westchester","High School",101161,1610612765,"Detroit Pistons",1,"HS",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101161.png"
2005,57,2,27,"Marcin Gortat","Koln 99ers","Other Team/Club",101162,1610612756,"Phoenix Suns",1,"PRO","Germany","PHX","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101162.png"
2005,58,2,28,"Uros Slokar","Pallalcesto Amatori Udine","Other Team/Club",101166,1610612761,"Toronto Raptors",1,"PRO","Italy","TOR","RESOURCE/default_player.png"
2005,59,2,29,"Cenk Akyol","Anadolu Efes S.K.","Other Team/Club",101164,1610612737,"Atlanta Hawks",0,"PRO","Turkey","ATL","RESOURCE/default_player.png"
2005,60,2,30,"Alex Acker","Pepperdine","College/University",101165,1610612765,"Detroit Pistons",1,"COL",NA,"DET","RESOURCE/default_player.png"
2004,1,1,1,"Dwight Howard","Southwest Atlanta Christian Academy","High School",2730,1610612753,"Orlando Magic",1,"HS",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2730.png"
2004,2,1,2,"Emeka Okafor","Connecticut","College/University",2731,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2731.png"
2004,3,1,3,"Ben Gordon","Connecticut","College/University",2732,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2732.png"
2004,4,1,4,"Shaun Livingston","Peoria","High School",2733,1610612746,"Los Angeles Clippers",1,"HS",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2733.png"
2004,5,1,5,"Devin Harris","Wisconsin","College/University",2734,1610612764,"Washington Wizards",1,"COL",NA,"WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2734.png"
2004,6,1,6,"Josh Childress","Stanford","College/University",2735,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2735.png"
2004,7,1,7,"Luol Deng","Duke","College/University",2736,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2736.png"
2004,8,1,8,"Rafael Araujo","Brigham Young","College/University",2737,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","RESOURCE/default_player.png"
2004,9,1,9,"Andre Iguodala","Arizona","College/University",2738,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2738.png"
2004,10,1,10,"Luke Jackson","Oregon","College/University",2739,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","RESOURCE/default_player.png"
2004,11,1,11,"Andris Biedrins","BK Skonto","Other Team/Club",2740,1610612744,"Golden State Warriors",1,"PRO","Latvia","GSW","RESOURCE/default_player.png"
2004,12,1,12,"Robert Swift","Bakersfield","High School",2741,1610612760,"Oklahoma City Thunder",1,"HS",NA,"OKC","RESOURCE/default_player.png"
2004,13,1,13,"Sebastian Telfair","Abraham Lincoln","High School",2742,1610612757,"Portland Trail Blazers",1,"HS",NA,"POR","RESOURCE/default_player.png"
2004,14,1,14,"Kris Humphries","Minnesota","College/University",2743,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2743.png"
2004,15,1,15,"Al Jefferson","Prentiss","High School",2744,1610612738,"Boston Celtics",1,"HS",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2744.png"
2004,16,1,16,"Kirk Snyder","Nevada-Reno","College/University",2745,1610612762,"Utah Jazz",1,"COL",NA,"UTA","RESOURCE/default_player.png"
2004,17,1,17,"Josh Smith","Oak Hill Academy","High School",2746,1610612737,"Atlanta Hawks",1,"HS",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2746.png"
2004,18,1,18,"JR Smith","Saint Benedict's Preparatory School","High School",2747,1610612740,"New Orleans Pelicans",1,"HS",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2747.png"
2004,19,1,19,"Dorell Wright","South Kent School","High School",2748,1610612748,"Miami Heat",1,"HS",NA,"MIA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2748.png"
2004,20,1,20,"Jameer Nelson","Saint Joseph's","College/University",2749,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2749.png"
2004,21,1,21,"Pavel Podkolzin","Pallacanestro Varese","Other Team/Club",2750,1610612762,"Utah Jazz",1,"PRO","Italy","UTA","RESOURCE/default_player.png"
2004,22,1,22,"Viktor Khryapa","PBC CSKA Moscow","Other Team/Club",2751,1610612751,"Brooklyn Nets",1,"PRO","Russia","BKN","RESOURCE/default_player.png"
2004,23,1,23,"Sergei Monia","PBC CSKA Moscow","Other Team/Club",2752,1610612757,"Portland Trail Blazers",1,"PRO","Russia","POR","RESOURCE/default_player.png"
2004,24,1,24,"Delonte West","Saint Joseph's","College/University",2753,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2004,25,1,25,"Tony Allen","Oklahoma State","College/University",2754,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2754.png"
2004,26,1,26,"Kevin Martin","Western Carolina","College/University",2755,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2755.png"
2004,27,1,27,"Sasha Vujacic","Pallalcesto Amatori Udine","Other Team/Club",2756,1610612747,"Los Angeles Lakers",1,"PRO","Italy","LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2756.png"
2004,28,1,28,"Beno Udrih","Olimpia Milano","Other Team/Club",2757,1610612759,"San Antonio Spurs",1,"PRO","Italy","SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2757.png"
2004,29,1,29,"David Harrison","Colorado","College/University",2758,1610612754,"Indiana Pacers",1,"COL",NA,"IND","RESOURCE/default_player.png"
2004,30,2,1,"Anderson Varejao","FC Barcelona Basquet","Other Team/Club",2760,1610612753,"Orlando Magic",1,"PRO","Spain","ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2760.png"
2004,31,2,2,"Jackson Vroman","Iowa State","College/University",2761,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","RESOURCE/default_player.png"
2004,32,2,3,"Peter John Ramos","Criollos de Caguas","Other Team/Club",2762,1610612764,"Washington Wizards",1,"PRO","Puerto Rico","WAS","RESOURCE/default_player.png"
2004,33,2,4,"Lionel Chalmers","Xavier","College/University",2763,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2763.png"
2004,34,2,5,"Donta Smith","Southeastern Illinois","College/University",2764,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","RESOURCE/default_player.png"
2004,35,2,6,"Andre Emmett","Texas Tech","College/University",2765,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2004,36,2,7,"Antonio Burks","Memphis","College/University",2766,1610612753,"Orlando Magic",1,"COL",NA,"ORL","RESOURCE/default_player.png"
2004,37,2,8,"Royal Ivey","Brigham Young","College/University",2767,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","RESOURCE/default_player.png"
2004,38,2,9,"Chris Duhon","Duke","College/University",2768,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","RESOURCE/default_player.png"
2004,39,2,10,"Albert Miralles","Roseto Sharks","Other Team/Club",2769,1610612761,"Toronto Raptors",0,"PRO","Italy","TOR","RESOURCE/default_player.png"
2004,40,2,11,"Justin Reed","Mississippi","College/University",2770,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2004,41,2,12,"David Young","North Carolina Central","College/University",2801,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2004,42,2,13,"Viktor Sanikidze","JDA Dijon Basket","Other Team/Club",2771,1610612737,"Atlanta Hawks",0,"PRO","France","ATL","RESOURCE/default_player.png"
2004,43,2,14,"Trevor Ariza","California-Los Angeles","College/University",2772,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2772.png"
2004,44,2,15,"Tim Pickett","Florida State","College/University",2773,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","RESOURCE/default_player.png"
2004,45,2,16,"Bernard Robinson","Michigan","College/University",2774,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","RESOURCE/default_player.png"
2004,46,2,17,"Ha Ha","Yonsei (KOR)","College/University",2775,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","RESOURCE/default_player.png"
2004,47,2,18,"Pape Sow","Cal State-Fullerton","College/University",2776,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
2004,48,2,19,"Ricky Minard","Morehead State","College/University",2777,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","RESOURCE/default_player.png"
2004,49,2,20,"Sergei Lishouk","Miami (FL)","College/University",2778,1610612763,"Memphis Grizzlies",0,"COL",NA,"MEM","RESOURCE/default_player.png"
2004,50,2,21,"Vassilis Spanoulis","Maroussi B.C.","Other Team/Club",2779,1610612742,"Dallas Mavericks",1,"PRO","Greece","DAL","RESOURCE/default_player.png"
2004,51,2,22,"Christian Drejer","FC Barcelona Basquet","Other Team/Club",2780,1610612751,"Brooklyn Nets",0,"PRO","Spain","BKN","RESOURCE/default_player.png"
2004,52,2,23,"Romain Sato","Xavier","College/University",2781,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","RESOURCE/default_player.png"
2004,53,2,24,"Matt Freije","Vanderbilt","College/University",2782,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
2004,54,2,25,"Rickey Paulding","Missouri","College/University",2783,1610612765,"Detroit Pistons",0,"COL",NA,"DET","RESOURCE/default_player.png"
2004,55,2,26,"Luis Flores","Manhattan","College/University",2784,1610612745,"Houston Rockets",1,"COL",NA,"HOU","RESOURCE/default_player.png"
2004,56,2,27,"Marcus Douthit","Providence","College/University",2785,1610612747,"Los Angeles Lakers",0,"COL",NA,"LAL","RESOURCE/default_player.png"
2004,57,2,28,"Sergei Karaulov","Sakha-Yakutia Yakutsk","Other Team/Club",2807,1610612759,"San Antonio Spurs",0,"PRO","Russia","SAS","RESOURCE/default_player.png"
2004,58,2,29,"Blake Stepp","Gonzaga","College/University",2786,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","RESOURCE/default_player.png"
2004,59,2,30,"Rashad Wright","Georgia","College/University",2787,1610612754,"Indiana Pacers",1,"COL",NA,"IND","RESOURCE/default_player.png"
2003,1,1,1,"LeBron James","Saint Vincent-Saint Mary","High School",2544,1610612739,"Cleveland Cavaliers",1,"HS",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
2003,2,1,2,"Darko Milicic","KK Vrsac","Other Team/Club",2545,1610612765,"Detroit Pistons",1,"PRO","Serbia","DET","RESOURCE/default_player.png"
2003,3,1,3,"Carmelo Anthony","Syracuse","College/University",2546,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2546.png"
2003,4,1,4,"Chris Bosh","Georgia Tech","College/University",2547,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2547.png"
2003,5,1,5,"Dwyane Wade","Marquette","College/University",2548,1610612748,"Miami Heat",1,"COL",NA,"MIA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2548.png"
2003,6,1,6,"Chris Kaman","Central Michigan","College/University",2549,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2549.png"
2003,7,1,7,"Kirk Hinrich","Kansas","College/University",2550,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2550.png"
2003,8,1,8,"T.J. Ford","Texas","College/University",2551,1610612749,"Milwaukee Bucks",1,"COL",NA,"MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2551.png"
2003,9,1,9,"Michael Sweetney","Georgetown","College/University",2552,1610612752,"New York Knicks",1,"COL",NA,"NYK","RESOURCE/default_player.png"
2003,10,1,10,"Jarvis Hayes","Georgia","College/University",2553,1610612764,"Washington Wizards",1,"COL",NA,"WAS","RESOURCE/default_player.png"
2003,11,1,11,"Mickael Pietrus","Elan Bearnais Pau-Orthez","Other Team/Club",2554,1610612744,"Golden State Warriors",1,"PRO","France","GSW","RESOURCE/default_player.png"
2003,12,1,12,"Nick Collison","Kansas","College/University",2555,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2555.png"
2003,13,1,13,"Marcus Banks","Nevada-Las Vegas","College/University",2556,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","RESOURCE/default_player.png"
2003,14,1,14,"Luke Ridnour","Oregon","College/University",2557,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","RESOURCE/default_player.png"
2003,15,1,15,"Reece Gaines","Louisville","College/University",2558,1610612753,"Orlando Magic",1,"COL",NA,"ORL","RESOURCE/default_player.png"
2003,16,1,16,"Troy Bell","Boston College","College/University",2559,1610612738,"Boston Celtics",1,"COL",NA,"BOS","RESOURCE/default_player.png"
2003,17,1,17,"Zarko Cabarkapa","KK Buducnost Podgorica","Other Team/Club",2560,1610612756,"Phoenix Suns",1,"PRO","Montenegro","PHX","RESOURCE/default_player.png"
2003,18,1,18,"David West","Xavier","College/University",2561,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2561.png"
2003,19,1,19,"Sasha Pavlovic","KK Buducnost Podgorica","Other Team/Club",2562,1610612762,"Utah Jazz",1,"PRO","Montenegro","UTA","RESOURCE/default_player.png"
2003,20,1,20,"Dahntay Jones","Duke","College/University",2563,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2563.png"
2003,21,1,21,"Boris Diaw","Elan Bearnais Pau-Orthez","Other Team/Club",2564,1610612737,"Atlanta Hawks",1,"PRO","France","ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2564.png"
2003,22,1,22,"Zoran Planinic","KK Cibona","Other Team/Club",2565,1610612751,"Brooklyn Nets",1,"PRO","Croatia","BKN","RESOURCE/default_player.png"
2003,23,1,23,"Travis Outlaw","Starkville","High School",2566,1610612757,"Portland Trail Blazers",1,"HS",NA,"POR","RESOURCE/default_player.png"
2003,24,1,24,"Brian Cook","Illinois","College/University",2567,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2003,25,1,25,"Carlos Delfino","Fortitudo Pallacanestro Bologna","Other Team/Club",2568,1610612765,"Detroit Pistons",1,"PRO","Italy","DET","RESOURCE/default_player.png"
2003,26,1,26,"Ndudi Ebi","Westbury Christian School","High School",2569,1610612750,"Minnesota Timberwolves",1,"HS",NA,"MIN","RESOURCE/default_player.png"
2003,27,1,27,"Kendrick Perkins","Clifton J. Ozen","High School",2570,1610612763,"Memphis Grizzlies",1,"HS",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2570.png"
2003,28,1,28,"Leandro Barbosa","Associacao Bauru Basketball Team","Other Team/Club",2571,1610612759,"San Antonio Spurs",1,"PRO","Brazil","SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2571.png"
2003,29,1,29,"Josh Howard","Wake Forest","College/University",2572,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2572.png"
2003,30,2,1,"Maciej Lampe","Madrid (ESP)","College/University",2573,1610612752,"New York Knicks",1,"COL",NA,"NYK","RESOURCE/default_player.png"
2003,31,2,2,"Jason Kapono","California-Los Angeles","College/University",2574,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2574.png"
2003,32,2,3,"Luke Walton","Arizona","College/University",2575,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","RESOURCE/default_player.png"
2003,33,2,4,"Jerome Beasley","North Dakota","College/University",2602,1610612748,"Miami Heat",1,"COL",NA,"MIA","RESOURCE/default_player.png"
